Original_File,New_File,Publisher,Title,Issue_Number,Publish_Year,Is_Key,Key_Details
IMG_3533.JPG,DC Comics - The Atom - 19 - 1965.JPG,DC Comics,The Atom,19,1965,True,Second appearance of Zatanna
IMG_3534.JPG,DC - The Brave and The Bold - 43 - 1962.JPG,DC,The Brave and The Bold,43,1962,False,None
IMG_3535.JPG,DC Comics - The Flash - 159 - 1966.JPG,DC Comics,The Flash,159,1966,True,"Features the story ""The Flash's Final Fling!"" where Barry Allen seemingly quits being The Flash."
IMG_3536.JPG,DC Comics - The Fox and the Crow - 88 - 1964.JPG,DC Comics,The Fox and the Crow,88,1964,False,None
IMG_3537.JPG,DC Comics - Wonder Woman - 140 - 1963.JPG,DC Comics,Wonder Woman,140,1963,False,None
IMG_3540.JPG,DC - Wonder Woman - 156 - 1965.JPG,DC,Wonder Woman,156,1965,False,None
IMG_3541.JPG,DC Comics - World's Finest Comics - 149 - 1965.JPG,DC Comics,World's Finest Comics,149,1965,False,None
IMG_3542.JPG,DC Comics - Tales of the Unexpected - 3 - 1956.JPG,DC Comics,Tales of the Unexpected,3,1956,False,None
IMG_3543.JPG,DC Comics - The Three Mouseketeers - 9 - 1956.JPG,DC Comics,The Three Mouseketeers,9,1956,False,None
IMG_3544.JPG,DC - Girls' Love Stories - 47 - 1957.JPG,DC,Girls' Love Stories,47,1957,False,None
IMG_3545.JPG,DC Comics - Secret Hearts - 47 - 1958.JPG,DC Comics,Secret Hearts,47,1958,False,None
IMG_3546.JPG,DC - Superman Batman - 15 - 1967.JPG,DC,Superman Batman,15,1967,False,None
IMG_3547.JPG,DC - Action Comics - 291 - 1962.JPG,DC,Action Comics,291,1962,True,"Features the 'New Superman' storyline where Superman is immune to Kryptonite, and Supergirl meets her Kryptonian parents."
IMG_3548.JPG,DC - Action Comics - 296 - 1963.JPG,DC,Action Comics,296,1963,False,None
IMG_3549.JPG,DC - Adventure Comics - 299 - 1962.JPG,DC,Adventure Comics,299,1962,False,None
IMG_3550.JPG,DC - Aquaman - 16 - 1964.JPG,DC,Aquaman,16,1964,False,None
IMG_3551.JPG,DC Comics - Aquaman - 17 - 1964.JPG,DC Comics,Aquaman,17,1964,False,None
IMG_3552.JPG,DC Comics - Blackhawk - 152 - 1960.JPG,DC Comics,Blackhawk,152,1960,False,None
IMG_3553.JPG,DC Comics - Challengers of the Unknown - 36 - 1964.JPG,DC Comics,Challengers of the Unknown,36,1964,False,None
IMG_3554.JPG,DC Comics - Challengers of the Unknown - 44 - 1965.JPG,DC Comics,Challengers of the Unknown,44,1965,False,None
IMG_3556.JPG,DC - GREEN LANTERN - 18 - 1963.JPG,DC,GREEN LANTERN,18,1963,True,Prominent Sinestro story and cover feature.
IMG_3504.JPG,Marvel Comics Group - Journey Into Mystery With The Mighty Thor - 106 - 1964.JPG,Marvel Comics Group,Journey Into Mystery With The Mighty Thor,106,1964,True,First appearance of Mr. Hyde and the Cobra.
IMG_3538.JPG,DC - Wonder Woman - 147 - 1964.JPG,DC,Wonder Woman,147,1964,True,Features Wonder Girl as Bird-Girl and Fish-Girl in a prominent story.
IMG_3539.JPG,DC Comics - Wonder Woman - 148 - 1964.JPG,DC Comics,Wonder Woman,148,1964,False,None
IMG_3555.JPG,DC - Detective Comics - 343 - 1965.JPG,DC,Detective Comics,343,1965,False,None
